                   0 a=    x, b=    x, c=x, sum=    z, carry=z
                26560               26560 a=29512, b=26502, c=0, sum=38134, carry=0
                26570               26570 a=10573, b= 1999, c=0, sum=56014, carry=0
                26580               26580 a=22783, b= 2932, c=0, sum=12572, carry=0
                26590               26590 a=  401, b=12797, c=0, sum=25715, carry=0
                26600               26600 a= 9463, b=19245, c=0, sum=13198, carry=0
                26610               26610 a=12966, b=25710, c=0, sum=28708, carry=0
                26620               26620 a=22448, b=27800, c=0, sum=38676, carry=0
                26630               26630 a=28227, b=27177, c=0, sum=50248, carry=0
                26640               26640 a=11781, b= 5635, c=0, sum=55404, carry=0
                26650               26650 a= 5647, b=17571, c=0, sum=17416, carry=0
                26660               26660 a= 2721, b=22256, c=0, sum=23218, carry=0
                26670               26670 a=21582, b=11501, c=0, sum=24977, carry=0
                26680               26680 a= 1492, b=12253, c=0, sum=33083, carry=0
                26690               26690 a=  358, b=20544, c=0, sum=13745, carry=0
                26700               26700 a= 2793, b=27000, c=0, sum=20902, carry=0
                26710               26710 a= 5565, b= 2379, c=0, sum=29793, carry=0
                26720               26720 a=24351, b=23711, c=0, sum= 7944, carry=0
                26730               26730 a=17586, b=17358, c=0, sum=48062, carry=0
                26740               26740 a=24127, b=18315, c=0, sum=34944, carry=0
                26750               26750 a=22202, b= 9383, c=0, sum=42442, carry=0
                26760               26760 a=29775, b= 5283, c=0, sum=31585, carry=0
                26770               26770 a= 2533, b= 2697, c=0, sum=35058, carry=0
                26780               26780 a=11494, b=23298, c=0, sum= 5230, carry=0
                26790               26790 a=24321, b=23996, c=0, sum=34792, carry=0
                26800               26800 a=14991, b=13553, c=0, sum=48381, carry=0
                26810               26810 a= 5839, b=27106, c=0, sum=28512, carry=0
                26820               26820 a=29926, b=29538, c=0, sum=24753, carry=0
                26830               26830 a= 2881, b=21925, c=0, sum=59464, carry=0
                26840               26840 a=29933, b= 6835, c=0, sum=24806, carry=0
                26850               26850 a=27284, b=18347, c=0, sum=36768, carry=0
                26860               26860 a=  505, b= 5581, c=0, sum=45663, carry=0
                26870               26870 a=15327, b= 5460, c=0, sum= 6086, carry=0
                26880               26880 a= 8428, b=24848, c=0, sum=20787, carry=0
                26890               26890 a= 2586, b=15291, c=0, sum=33404, carry=0
                26900               26900 a=14485, b=19485, c=0, sum=17877, carry=0
                26910               26910 a=20014, b=15318, c=0, sum=33970, carry=0
                26920               26920 a= 1404, b=19392, c=0, sum=35332, carry=0
                26930               26930 a= 6015, b=17702, c=0, sum=20860, carry=0
                26940               26940 a=24200, b=27350, c=0, sum=23717, carry=0
                26950               26950 a=15785, b=17280, c=0, sum=51550, carry=0
                26960               26960 a=21097, b=19620, c=0, sum=41257, carry=0
                26970               26970 a=16845, b= 8419, c=0, sum=48909, carry=0
                26980               26980 a=20258, b=17623, c=0, sum=25264, carry=0
                26990               26990 a= 8462, b=23789, c=0, sum=37625, carry=0
                27000               27000 a= 2061, b= 7356, c=0, sum=65019, carry=0
                27010               27010 a=28314, b=14579, c=0, sum= 9417, carry=0
                27020               27020 a=21361, b=15588, c=0, sum=42893, carry=0
                27030               27030 a= 9423, b= 9392, c=0, sum=36949, carry=0
                27040               27040 a=29767, b=25265, c=0, sum=18815, carry=0
                27050               27050 a=11247, b=13212, c=0, sum=55032, carry=0
                27060               27060 a=21002, b= 2312, c=0, sum=24459, carry=0
                27070               27070 a= 5010, b=17936, c=0, sum=23314, carry=0
                27080               27080 a=29883, b= 3753, c=0, sum=22946, carry=0
                27090               27090 a=17765, b= 2489, c=0, sum=33636, carry=0
                27100               27100 a= 2038, b= 9539, c=0, sum=20254, carry=0
                27110               27110 a= 4886, b=24104, c=0, sum=11577, carry=0
                27120               27120 a=  806, b=16463, c=0, sum=29054, carry=0
                27130               27130 a=15646, b=23654, c=0, sum=17269, carry=0
                27140               27140 a=19597, b=17658, c=0, sum=39300, carry=0
                27150               27150 a=21912, b= 9863, c=0, sum=37255, carry=0
                27160               27160 a=10992, b=19129, c=0, sum=31775, carry=0
                27170               27170 a=27014, b=16552, c=0, sum=30121, carry=0
                27180               27180 a=15151, b= 2630, c=0, sum=43566, carry=0
                27190               27190 a=21235, b=23198, c=0, sum=17781, carry=0
                27200               27200 a= 6240, b=16882, c=0, sum=44433, carry=0
                27210               27210 a=20004, b=12765, c=0, sum=23122, carry=0
                27220               27220 a= 2497, b=28595, c=0, sum=17281, carry=0
                27230               27230 a= 9940, b=22112, c=0, sum=31092, carry=0
                27240               27240 a=20466, b=21677, c=0, sum=32052, carry=0
                27250               27250 a=18336, b= 7837, c=0, sum=42143, carry=0
                27260               27260 a= 7321, b=  811, c=0, sum=26173, carry=0
                27270               27270 a=14414, b= 4302, c=0, sum=12228, carry=0
                27280               27280 a=14946, b=17663, c=0, sum=18716, carry=0
                27290               27290 a= 1523, b=28679, c=0, sum=32609, carry=0
                27300               27300 a= 9524, b= 8253, c=0, sum=30458, carry=0
                27310               27310 a=17305, b= 8779, c=0, sum=17777, carry=0
                27320               27320 a=21750, b= 7365, c=0, sum=26084, carry=0
                27330               27330 a=26509, b=27968, c=0, sum=29115, carry=0
                27340               27340 a=22438, b=22005, c=0, sum=54477, carry=0
                27350               27350 a=14669, b=18581, c=0, sum=44443, carry=0
                27360               27360 a=21536, b=27307, c=0, sum=33250, carry=0
                27370               27370 a= 8758, b= 4373, c=0, sum=48843, carry=0
                27380               27380 a=14149, b= 4957, c=0, sum=13131, carry=0
                27390               27390 a=10236, b=25307, c=0, sum=19106, carry=0
                27400               27400 a= 4047, b=23217, c=0, sum=35543, carry=0
                27410               27410 a=14626, b=10773, c=0, sum=27232, carry=0
                27420               27420 a=28897, b=26910, c=0, sum=25399, carry=0
                27430               27430 a= 9867, b=25285, c=0, sum=55807, carry=0
                27440               27440 a=15504, b=  296, c=0, sum=35152, carry=0
                27450               27450 a=24002, b= 3237, c=0, sum=32184, carry=0
                27460               27460 a=17678, b=23292, c=0, sum=27239, carry=0
                27470               27470 a=25331, b= 3129, c=0, sum=44810, carry=0
                27480               27480 a=11578, b= 9633, c=0, sum=28460, carry=0
                27490               27490 a=18668, b=16443, c=0, sum=21211, carry=0
                27500               27500 a= 4773, b=15993, c=0, sum=35111, carry=0
                27510               27510 a=23428, b= 8115, c=0, sum=20766, carry=0
                27520               27520 a= 8885, b= 1883, c=0, sum=31543, carry=0
                27530               27530 a=17863, b=27792, c=0, sum=10256, carry=0
                27540               27540 a=21497, b=19870, c=0, sum=45655, carry=0
                27550               27550 a= 7943, b=27262, c=0, sum=41367, carry=0
                27560               27560 a=25270, b=26132, c=0, sum=35077, carry=0
                27570               27570 a=16003, b= 3037, c=0, sum=51402, carry=0
                27580               27580 a=25431, b=24943, c=0, sum=19008, carry=0
                27590               27590 a= 7779, b=18904, c=0, sum=50374, carry=0
                27600               27600 a=13053, b=21366, c=0, sum=26683, carry=0
                27610               27610 a=21179, b=15035, c=0, sum=34419, carry=0
                27620               27620 a=17098, b=25354, c=0, sum=36214, carry=0
                27630               27630 a= 1104, b=17433, c=0, sum=42452, carry=0
                27640               27640 a= 6125, b=11208, c=0, sum=18537, carry=0
                27650               27650 a=23752, b=11601, c=0, sum=  949, carry=0
                27660               27660 a=14543, b=18242, c=0, sum=35353, carry=0
                27670               27670 a=21432, b=  559, c=0, sum=49169, carry=0
                27680               27680 a=22599, b= 6603, c=0, sum=21991, carry=0
                27690               27690 a= 2161, b= 3749, c=0, sum=29202, carry=0
                27700               27700 a=12712, b=12691, c=0, sum= 5910, carry=0
                27710               27710 a= 7851, b=15773, c=0, sum=25403, carry=0
                27720               27720 a= 6310, b= 7115, c=0, sum=23624, carry=0
                27730               27730 a= 4309, b=24664, c=0, sum=13425, carry=0
                27740               27740 a= 3147, b=29004, c=0, sum=28973, carry=0
                27750               27750 a=25858, b=25544, c=0, sum=32151, carry=0
                27760               27760 a= 2396, b=18524, c=0, sum=51402, carry=0
                27770               27770 a= 5845, b= 8202, c=0, sum=20920, carry=0
                27780               27780 a=24335, b= 2289, c=0, sum=14047, carry=0
                27790               27790 a=16867, b=14413, c=0, sum=26592, carry=0
                27800               27800 a=23912, b= 4107, c=0, sum=31280, carry=0
                27810               27810 a=16174, b=13041, c=0, sum=28019, carry=0
                27820               27820 a=  673, b=21579, c=0, sum=29215, carry=0
                27830               27830 a=23426, b=23206, c=0, sum=22252, carry=0
                27840               27840 a=19381, b= 1258, c=0, sum=46632, carry=0
                27850               27850 a= 8937, b=16689, c=0, sum=20639, carry=0
                27860               27860 a=11875, b=25860, c=0, sum=25626, carry=0
                27870               27870 a= 4214, b=29171, c=0, sum=37735, carry=0
                27880               27880 a=25493, b= 9604, c=0, sum=33385, carry=0
                27890               27890 a= 6560, b= 3315, c=0, sum=35097, carry=0
                27900               27900 a= 4728, b= 2361, c=0, sum= 9875, carry=0
                27910               27910 a=13867, b=26880, c=0, sum= 7089, carry=0
                27920               27920 a=29769, b=21031, c=0, sum=40747, carry=0
                27930               27930 a=16590, b= 5643, c=0, sum=50800, carry=0
                27940               27940 a=29803, b= 9413, c=0, sum=22233, carry=0
                27950               27950 a= 2133, b= 6876, c=0, sum=39216, carry=0
                27960               27960 a=10334, b=23668, c=0, sum= 9009, carry=0
                27970               27970 a= 8436, b=12226, c=0, sum=34002, carry=0
                27980               27980 a= 1391, b=25812, c=0, sum=16566, carry=0
                27990               27990 a=21970, b= 9024, c=0, sum=27203, carry=0
                28000               28000 a=15993, b= 6289, c=0, sum=30994, carry=0
                28010               28010 a=15274, b= 6168, c=0, sum=22282, carry=0
                28020               28020 a=12342, b= 7089, c=0, sum=21442, carry=0
                28030               28030 a=19440, b= 9463, c=0, sum=19431, carry=0
                28040               28040 a=10656, b=24742, c=0, sum=24807, carry=0
                28050               28050 a=15095, b=11519, c=0, sum=35398, carry=0
                28060               28060 a=11580, b= 5267, c=0, sum=26614, carry=0
                28070               28070 a= 1580, b=16995, c=0, sum=16847, carry=0
                28080               28080 a=20951, b=28794, c=0, sum=18575, carry=0
                28090               28090 a= 5535, b=19600, c=0, sum=49745, carry=0
                28100               28100 a=29829, b=18544, c=0, sum=25135, carry=0
                28110               28110 a= 4569, b=20071, c=0, sum=48373, carry=0
                28120               28120 a=26728, b=16357, c=0, sum=22560, carry=0
                28130               28130 a=16470, b=15332, c=0, sum=43085, carry=0
                28140               28140 a= 2343, b= 7733, c=0, sum=64570, carry=0
                28150               28150 a=12336, b=17322, c=0, sum=10076, carry=0
                28160               28160 a=16032, b= 1551, c=0, sum=29658, carry=0
                28170               28170 a=26103, b=12857, c=0, sum=17583, carry=0
                28180               28180 a=14403, b=24975, c=0, sum=37936, carry=0
                28190               28190 a=17653, b= 9187, c=0, sum=39378, carry=0
                28200               28200 a=10237, b= 8221, c=0, sum=26840, carry=0
                28210               28210 a=26259, b=15049, c=0, sum=18970, carry=0
                28220               28220 a=22225, b=21024, c=0, sum=41308, carry=0
                28230               28230 a= 3671, b= 5499, c=0, sum=43249, carry=0
                28240               28240 a=17186, b=13329, c=0, sum= 9170, carry=0
                28250               28250 a=17238, b= 3283, c=0, sum=30515, carry=0
                28260               28260 a=14396, b= 2837, c=0, sum=18473, carry=0
                28270               28270 a=25753, b= 9782, c=0, sum=17233, carry=0
                28280               28280 a=29767, b= 1961, c=0, sum=35535, carry=0
                28290               28290 a= 4810, b=22447, c=0, sum=32240, carry=0
                28300               28300 a=16942, b= 5505, c=0, sum=27257, carry=0
                28310               28310 a=10316, b= 7468, c=0, sum=22447, carry=0
                28320               28320 a=18564, b=27549, c=0, sum=17784, carry=0
                28330               28330 a=23386, b=19465, c=0, sum=46113, carry=0
                28340               28340 a=16597, b=11198, c=0, sum=42851, carry=0
                28350               28350 a=26172, b=14045, c=0, sum=27795, carry=0
                28360               28360 a=11162, b=25633, c=0, sum=40217, carry=0
                28370               28370 a=20547, b=21844, c=0, sum=38843, carry=0
                28380               28380 a= 6984, b= 4876, c=0, sum=42391, carry=0
                28390               28390 a= 8042, b= 4762, c=0, sum=11860, carry=0
                28400               28400 a=15534, b= 6801, c=0, sum=12292, carry=0
                28410               28410 a=27018, b= 7043, c=0, sum=22399, carry=0
                28420               28420 a=28231, b=21295, c=0, sum=34061, carry=0
                28430               28430 a=16070, b=21082, c=0, sum=49526, carry=0
                28440               28440 a= 6150, b=24816, c=0, sum=37152, carry=0
                28450               28450 a=11118, b=12241, c=0, sum=63990, carry=0
                28460               28460 a=16671, b= 4271, c=0, sum=23359, carry=0
                28470               28470 a=17119, b=17364, c=0, sum=20942, carry=0
                28480               28480 a=20659, b=18586, c=0, sum=34483, carry=0
                28490               28490 a= 4808, b=20901, c=0, sum=39245, carry=0
                28500               28500 a= 5055, b=19285, c=0, sum=25709, carry=0
                28510               28510 a= 2355, b= 2321, c=0, sum=24340, carry=0
                28520               28520 a= 5995, b=22735, c=0, sum= 4676, carry=0
                28530               28530 a=23123, b=26092, c=0, sum=26682, carry=0
                28540               28540 a=29560, b= 8477, c=0, sum=49247, carry=0
                28550               28550 a=15000, b=27883, c=0, sum=38037, carry=0
                28560               28560 a= 1366, b=  789, c=0, sum=42883, carry=0
                28570               28570 a=24380, b= 3885, c=0, sum= 2155, carry=0
                28580               28580 a=12115, b=13234, c=0, sum=28265, carry=0
                28590               28590 a=13037, b=11772, c=0, sum=25349, carry=0
                28600               28600 a=21942, b= 4774, c=0, sum=24809, carry=0
                28610               28610 a=11445, b= 5107, c=0, sum=26716, carry=0
                28620               28620 a= 9471, b=20545, c=0, sum=16552, carry=0
                28630               28630 a=28552, b=26199, c=0, sum=30016, carry=0
                28640               28640 a=18934, b=29614, c=0, sum=54783, carry=0
                28650               28650 a=  491, b=20179, c=0, sum=48548, carry=0
                28660               28660 a=27228, b=12690, c=0, sum=20670, carry=0
                28670               28670 a=27265, b=14580, c=0, sum=39918, carry=0
                28680               28680 a=24480, b=25181, c=0, sum=41845, carry=0
                28690               28690 a= 2130, b=12307, c=0, sum=33277, carry=0
                28700               28700 a=21732, b=24398, c=0, sum=14437, carry=0
                28710               28710 a=17871, b=29249, c=0, sum=46130, carry=0
                28720               28720 a=20174, b=24097, c=0, sum=47120, carry=0
                28730               28730 a=14481, b= 5999, c=0, sum=44271, carry=0
                28740               28740 a=21001, b= 9368, c=0, sum=20448, carry=0
                28750               28750 a=19245, b=29899, c=0, sum=30369, carry=0
                28760               28760 a=20737, b=25003, c=0, sum=48632, carry=0
                28770               28770 a=13807, b= 5635, c=0, sum=45740, carry=0
                28780               28780 a=14204, b=23439, c=0, sum=19442, carry=0
                28790               28790 a=26864, b=25573, c=0, sum=37643, carry=0
                28800               28800 a=23275, b= 2810, c=0, sum=52437, carry=0
                28810               28810 a= 1318, b=14705, c=0, sum=26085, carry=0
                28820               28820 a=20046, b=11101, c=0, sum=32407, carry=0
                28830               28830 a=20467, b=13826, c=0, sum=31147, carry=0
                28840               28840 a= 3886, b= 5368, c=0, sum=34549, carry=0
                28850               28850 a=28842, b= 1110, c=0, sum= 8230, carry=0
                28860               28860 a=  499, b=10966, c=0, sum=30144, carry=0
                28870               28870 a= 5600, b=29589, c=0, sum=11465, carry=0
                28880               28880 a=26419, b=28370, c=0, sum=35189, carry=0
                28890               28890 a= 2937, b=22965, c=0, sum=54277, carry=0
                28900               28900 a=20197, b=23492, c=0, sum=25902, carry=0
                28910               28910 a=23251, b=10896, c=0, sum=43689, carry=0
                28920               28920 a= 6664, b=13227, c=0, sum=34147, carry=0
                28930               28930 a=10878, b=18394, c=0, sum=19891, carry=0
                28940               28940 a= 6842, b=20011, c=0, sum=29272, carry=0
                28950               28950 a=26503, b= 4804, c=0, sum=26853, carry=0
                28960               28960 a=11579, b= 7572, c=0, sum=31307, carry=0
                28970               28970 a=12357, b= 3411, c=0, sum=19151, carry=0
                28980               28980 a=28991, b=10709, c=0, sum=15768, carry=0
                28990               28990 a=26256, b=24830, c=0, sum=39700, carry=0
                29000               29000 a=25889, b=26312, c=0, sum=51086, carry=0
                29010               29010 a=10733, b=27320, c=0, sum=52713, carry=0
                29020               29020 a=28439, b=16912, c=0, sum=38053, carry=0
                29030               29030 a=29851, b=16266, c=0, sum=45351, carry=0
                29040               29040 a=28039, b= 2474, c=0, sum=46117, carry=0
                29050               29050 a=24236, b= 9983, c=0, sum=30513, carry=0
                29060               29060 a= 9840, b=10289, c=0, sum= 1451, carry=0
                29070               29070 a=21903, b=16507, c=0, sum=20129, carry=0
                29080               29080 a= 6790, b= 6550, c=0, sum=38666, carry=0
                29090               29090 a=10514, b=27622, c=0, sum=13340, carry=0
                29100               29100 a=  773, b=23341, c=0, sum=38136, carry=0
                29110               29110 a=14629, b=28163, c=0, sum=24114, carry=0
                29120               29120 a=21285, b=18334, c=0, sum=42792, carry=0
                29130               29130 a=24331, b= 4007, c=0, sum=39619, carry=0
                29140               29140 a= 9907, b= 2976, c=0, sum=28338, carry=0
                29150               29150 a=  646, b=12615, c=0, sum=12883, carry=0
                29160               29160 a= 4961, b=15881, c=0, sum=14285, carry=0
                29170               29170 a= 1619, b= 6244, c=0, sum=20842, carry=0
                29180               29180 a= 6199, b=26723, c=0, sum= 7863, carry=0
                29190               29190 a=25505, b=12027, c=0, sum=32922, carry=0
                29200               29200 a= 8582, b= 2503, c=0, sum=37532, carry=0
                29210               29210 a= 6536, b= 2551, c=0, sum=11085, carry=0
                29220               29220 a= 1080, b=21906, c=0, sum= 9151, carry=0
                29230               29230 a=20860, b= 4486, c=0, sum=22986, carry=0
                29240               29240 a= 7547, b=13783, c=0, sum=25218, carry=0
                29250               29250 a= 9311, b=20079, c=0, sum=21330, carry=0
                29260               29260 a=24963, b=18839, c=0, sum=29390, carry=0
                29270               29270 a=17242, b=27495, c=0, sum=43802, carry=0
                29280               29280 a= 7490, b=16750, c=0, sum=44737, carry=0
                29290               29290 a=28419, b=17923, c=0, sum=24240, carry=0
                29300               29300 a= 1268, b=22445, c=0, sum=46342, carry=0
                29310               29310 a=28459, b=10544, c=0, sum=23713, carry=0
                29320               29320 a=27483, b=21538, c=0, sum=39003, carry=0
                29330               29330 a= 3406, b=16430, c=0, sum=57213, carry=0
                29340               29340 a= 9653, b= 1866, c=0, sum=19836, carry=0
                29350               29350 a= 6432, b=18443, c=0, sum=11583, carry=0
                29360               29360 a=12675, b=19579, c=0, sum=24875, carry=0
                29370               29370 a=18757, b= 6174, c=0, sum=32254, carry=0
                29380               29380 a=  771, b=21377, c=0, sum=24931, carry=0
                29390               29390 a=10717, b=24864, c=0, sum=22148, carry=0
                29400               29400 a=17282, b=14287, c=0, sum=35517, carry=0
                29410               29410 a=26642, b= 7396, c=0, sum=31569, carry=0
                29420               29420 a=  831, b=27426, c=0, sum=34294, carry=0
                29430               29430 a= 1520, b= 9087, c=0, sum=28257, carry=0
                29440               29440 a=12336, b=27317, c=0, sum=10607, carry=0
                29450               29450 a=14672, b=10468, c=0, sum=39653, carry=0
                29460               29460 a=16949, b= 8420, c=0, sum=25140, carry=0
                29470               29470 a=29454, b=10037, c=0, sum=25369, carry=0
                29480               29480 a=29859, b=20193, c=0, sum=39491, carry=0
                29490               29490 a= 9750, b=23488, c=0, sum=50052, carry=0
                29500               29500 a=10249, b=  795, c=0, sum=49622, carry=0
                29510               29510 a= 8555, b=24146, c=0, sum=11044, carry=0
                29520               29520 a=28572, b=22052, c=0, sum=32701, carry=0
                29530               29530 a= 6706, b=11038, c=0, sum=50624, carry=0
                29540               29540 a= 7441, b=21395, c=0, sum=17744, carry=0
                29550               29550 a=12763, b=20114, c=0, sum=28836, carry=0
                29560               29560 a= 2173, b=  298, c=0, sum=36973, carry=0
                29570               29570 a=11648, b=26637, c=0, sum= 2471, carry=0
                29580               29580 a=24063, b=19501, c=0, sum=38285, carry=0
                29590               29590 a=28884, b=27763, c=0, sum=43564, carry=0
                29600               29600 a=12856, b=15628, c=0, sum=56647, carry=0
                29610               29610 a= 4622, b= 4912, c=0, sum=32580, carry=0
                29620               29620 a= 5569, b= 4819, c=0, sum= 9534, carry=0
                29630               29630 a= 2852, b= 4284, c=0, sum=10388, carry=0
                29640               29640 a=21289, b=19883, c=0, sum= 7136, carry=0
                29650               29650 a= 3053, b=  656, c=0, sum=32980, carry=0
                29660               29660 a= 9700, b=28947, c=0, sum= 3645, carry=0
                29670               29670 a= 9999, b= 4261, c=0, sum=38647, carry=0
                29680               29680 a=15027, b= 2788, c=0, sum=14260, carry=0
                29690               29690 a= 7605, b=18568, c=0, sum=17815, carry=0
                29700               29700 a=19399, b=28961, c=0, sum=26173, carry=0
                29710               29710 a=17401, b=18860, c=0, sum=48360, carry=0
                29720               29720 a=18996, b= 1752, c=0, sum=36261, carry=0
                29730               29730 a=23751, b=13162, c=0, sum=20748, carry=0
                29740               29740 a=21264, b=  915, c=0, sum=36913, carry=0
                29750               29750 a=18577, b=19631, c=0, sum=22179, carry=0
                29760               29760 a=28393, b=21649, c=0, sum=38176, carry=0
                29770               29770 a= 4944, b= 3139, c=0, sum=50170, carry=0
                29780               29780 a=22762, b= 7105, c=0, sum= 3987, carry=0
                29790               29790 a=11644, b=10592, c=0, sum=29867, carry=0
                29800               29800 a=27266, b=11967, c=0, sum=22236, carry=0
                29810               29810 a=29725, b=28951, c=0, sum=39169, carry=0
                29820               29820 a=10559, b=15319, c=0, sum=58676, carry=0
                29830               29830 a=15984, b=20093, c=0, sum=25878, carry=0
                29840               29840 a=20915, b=11224, c=0, sum=36077, carry=0
                29850               29850 a= 8783, b=27062, c=0, sum=64907, carry=0
                29860               29860 a= 6277, b=22927, c=0, sum=36229, carry=0
                29870               29870 a=10176, b= 7783, c=0, sum=29204, carry=0
                29880               29880 a=27402, b=13139, c=0, sum=17959, carry=0
                29890               29890 a= 6315, b= 6529, c=0, sum=40541, carry=0
                29900               29900 a=26662, b= 8436, c=0, sum=12844, carry=0
                29910               29910 a=19126, b=11019, c=0, sum=35098, carry=0
                29920               29920 a=28490, b=18845, c=0, sum=30081, carry=0
                29930               29930 a=19200, b= 1428, c=0, sum=47335, carry=0
                29940               29940 a=15179, b=24334, c=0, sum=20628, carry=0
                29950               29950 a=19307, b=20086, c=0, sum=39513, carry=0
                29960               29960 a= 1116, b= 6738, c=0, sum=39393, carry=0
                29970               29970 a=12518, b=13450, c=0, sum= 7854, carry=0
                29980               29980 a=13147, b= 3700, c=0, sum=25968, carry=0
                29990               29990 a=15675, b=25868, c=0, sum=  463, carry=0
                30000               30000 a= 4082, b=24675, c=0, sum=41543, carry=0
                30010               30010 a= 5622, b= 9929, c=0, sum=26709, carry=0
                30020               30020 a= 1570, b=18648, c=0, sum=15615, carry=0
                30030               30030 a=27636, b= 5331, c=0, sum=20218, carry=0
                30040               30040 a=16104, b=18846, c=0, sum=28871, carry=0
                30050               30050 a=29259, b=22402, c=0, sum=34950, carry=0
                30060               30060 a= 7661, b=21161, c=0, sum=51661, carry=0
                30070               30070 a=15707, b=20357, c=0, sum=24726, carry=0
                30080               30080 a=18812, b= 6223, c=0, sum=36064, carry=0
                30090               30090 a=27986, b=27583, c=0, sum=25035, carry=0
                30100               30100 a=26406, b=18639, c=0, sum=55569, carry=0
                30110               30110 a=21553, b=20554, c=0, sum=45557, carry=0
                30120               30120 a=16763, b=15619, c=0, sum=42235, carry=0
                30130               30130 a=21042, b=11748, c=0, sum=32382, carry=0
                30140               30140 a=18559, b=27054, c=0, sum=23574, carry=0
                30150               30150 a= 1459, b= 7102, c=0, sum=45613, carry=0
                30160               30160 a= 5337, b=21619, c=0, sum= 8561, carry=0
                30170               30170 a= 2074, b= 5114, c=0, sum=26956, carry=0
                30180               30180 a=26363, b=21134, c=0, sum= 7188, carry=0
                30190               30190 a= 7325, b=24073, c=0, sum=47497, carry=0
                30200               30200 a=10992, b= 3426, c=0, sum=31398, carry=0
                30210               30210 a=16507, b=  645, c=0, sum=12370, carry=0
                30220               30220 a=16890, b=12019, c=0, sum=17120, carry=0
                30230               30230 a=  289, b=14452, c=0, sum=24813, carry=0
                30240               30240 a=17334, b=26592, c=0, sum=14741, carry=0
                30250               30250 a=22001, b= 8187, c=0, sum=43926, carry=0
                30260               30260 a=14855, b=19621, c=0, sum=30188, carry=0
                30270               30270 a=23411, b=   34, c=0, sum=34476, carry=0
                30280               30280 a=26622, b= 3351, c=0, sum=23445, carry=0
                30290               30290 a=12993, b= 9736, c=0, sum=29973, carry=0
                30300               30300 a=26685, b=29714, c=0, sum=22729, carry=0
                30310               30310 a=21284, b=27845, c=0, sum=56399, carry=0
                30320               30320 a=25342, b=24329, c=0, sum=47593, carry=0
                30330               30330 a=23362, b= 4795, c=0, sum=49415, carry=0
                30340               30340 a=25256, b= 6285, c=0, sum=28413, carry=0
                30350               30350 a= 9535, b=14777, c=0, sum=31541, carry=0
                30360               30360 a=18636, b=13521, c=0, sum=24312, carry=0
                30370               30370 a= 2712, b=24521, c=0, sum=32157, carry=0
                30380               30380 a= 9131, b=16267, c=0, sum=27233, carry=0
                30390               30390 a=17855, b=26453, c=0, sum=25398, carry=0
                30400               30400 a=11000, b= 9024, c=0, sum=44308, carry=0
                30410               30410 a=24385, b=15732, c=0, sum=20024, carry=0
                30420               30420 a=10464, b= 3382, c=0, sum=40117, carry=0
                30430               30430 a=24992, b=20520, c=0, sum=13846, carry=0
                30440               30440 a= 7067, b=13613, c=0, sum=45512, carry=0
                30450               30450 a=15629, b= 7506, c=0, sum=20680, carry=0
                30460               30460 a= 2638, b=28614, c=0, sum=23167, carry=0
                30470               30470 a=  771, b=22203, c=0, sum=31252, carry=0
                30480               30480 a=13995, b=13540, c=0, sum=22974, carry=0
                30490               30490 a=29549, b= 7734, c=0, sum=27535, carry=0
                30500               30500 a=12327, b=23079, c=0, sum=37283, carry=0
                30510               30510 a=17444, b=26107, c=0, sum=35406, carry=0
                30520               30520 a= 2477, b=18134, c=0, sum=43583, carry=0
                30530               30530 a=18423, b=25734, c=0, sum=20483, carry=0
                30540               30540 a=22852, b=27378, c=0, sum=44157, carry=0
                30550               30550 a=24630, b= 7376, c=0, sum=50230, carry=0
                30560               30560 a=10234, b=16390, c=0, sum=15622, carry=0
                30570               30570 a=24653, b=20016, c=0, sum=27072, carry=0
                30580               30580 a=12443, b= 7872, c=0, sum=44733, carry=0
                30590               30590 a= 6749, b=24258, c=0, sum=20315, carry=0
                30600               30600 a=23983, b=13401, c=0, sum=31007, carry=0
                30610               30610 a=27143, b=29061, c=0, sum=37128, carry=0
                30620               30620 a=29297, b= 6438, c=0, sum=56204, carry=0
                30630               30630 a=29933, b= 7922, c=0, sum=35735, carry=0
                30640               30640 a=11701, b= 1590, c=0, sum=37855, carry=0
                30650               30650 a=15186, b=14220, c=0, sum=13291, carry=0
                30660               30660 a=26335, b=25767, c=0, sum=29406, carry=0
                30670               30670 a= 6765, b= 5744, c=0, sum=51974, carry=0
                30680               30680 a=17517, b=11778, c=0, sum=12509, carry=0
                30690               30690 a=13239, b=16314, c=0, sum=29295, carry=0
                30700               30700 a=25169, b=22385, c=0, sum=29553, carry=0
                30710               30710 a=16126, b= 4579, c=0, sum=47554, carry=0
                30720               30720 a= 1067, b=22210, c=0, sum=16609, carry=0
                30730               30730 a=21399, b= 7565, c=0, sum=23277, carry=0
                30740               30740 a=21324, b=29739, c=0, sum=28964, carry=0
                30750               30750 a=10857, b=27453, c=0, sum=51063, carry=0
                30760               30760 a=23856, b=18651, c=0, sum=38310, carry=0
                30770               30770 a= 1929, b= 4797, c=0, sum=42507, carry=0
                30780               30780 a= 9809, b=17960, c=0, sum= 6726, carry=0
                30790               30790 a=21492, b=24854, c=0, sum=27769, carry=0
                30800               30800 a=23367, b= 1467, c=0, sum=46346, carry=0
                30810               30810 a=  688, b=13317, c=0, sum=24642, carry=0
                30820               30820 a=20928, b=28977, c=0, sum=14005, carry=0
